bus,v_mag,v_angle
,1.0075986378882482,-37.151985865455615
,1.031734,-9.56192580604327
,1.0178434324356316,-21.65613901501479
,1.0199285902752866,-7.071235611036798
,0.9899184353973189,-49.15892794860406
,1.038476,-42.04190045430528
,0.9690701071648132,-34.23959134007108
,1.023005,-18.235797846212293
,1.0326578857562623,-1.1903942963434049
,1.0321638133515414,-24.355020890646916
,0.9642793170770987,-29.190775766146682
,1.0345097822639333,-24.15319999160376
,1.0138652428440877,-47.9656281693224
,1.1323460366140987,-19.210273969713885
,1.021597405038263,-49.82252129224939
,1.032322175455237,8.505623752359819
,1.0101793469362021,7.012385764106663
,1.024500685032855,18.43206182074398
,1.0051162972333587,-36.430383528684224
,1.024518286288533,9.117999117204848
,1.030282583388179,-21.95570199422653
,1.0302548573373924,-18.546079278575565
,1.025277420031311,-24.356077610596788
,0.9603910288862872,-30.533859202088642
,1.028526,13.252366728802565
,1.0295437915806764,-3.339213564476383
,1.0854712996556286,14.294525193499872
,0.994200552603306,-29.66845756090715
,1.0037870849508808,-14.092876253837947
,1.019537173625467,-27.48170538759604
,0.875698359767254,-33.794673726346744
,0.9994124113722941,-43.8564448912915
,1.026534,-39.55833003580193
,1.0284504202389784,-22.963949183146095
,1.0264818092084937,-34.72488297730751
,1.0452376547346327,-19.69648014075858
,0.972203172083795,-28.06721862161818
,1.0228184384758547,26.90540795500965
,1.003511,-39.18280617122425
,0.9963750069688136,-29.790145645873356
,1.0080142618709276,-6.414486116229125
,1.0422054895441981,-50.084431029168414
,1.0287372234164238,-13.431282372773394
,1.039616450700134,-22.227098117466582
,1.0468640348051201,-23.59314243960126
,0.9584767094637308,-27.880711971337146
,0.9858626045266533,-26.392655184914393
,1.0432951519041087,-24.607771066910992
,1.020323,-35.86121099043957
,1.0215743287158079,-2.0238305650366937
,1.006665,-49.017301785246175
,1.0175892417948422,0.31425118546815095
,1.0534244666715924,-9.295728381723924
,1.0236899464431988,-35.223955624215776
,0.9968695351247769,9.99247271990316
,1.0104940083449667,-16.535204405512836
,1.0057587129356982,-7.284833032659524
,1.0274914668267336,-18.922654276884714
,1.0146060117271831,-24.36613253543846
,1.0241418120844856,-18.453148176042315
,1.0874444169050124,46.48129622618832
,0.9701821699911504,-26.272701086235678
,1.0171755831105174,5.765972633377419
,1.0579321417479748,-21.985310010422932
,0.8905773112229276,-32.189711131304264
,1.075916791252734,-17.630358027077914
,1.0768739009566917,-21.191085904332134
,0.930711792016795,-31.03038326207448
,1.0167506475894108,-0.9000664045699498
,1.0218238279085436,-4.82698655545394
,1.0453665026375976,3.3927296172316246
,1.0065539390488707,-42.06047091530618
,1.01130157952886,-36.87552465562012
,1.0330233484028493,-27.147619633822494
,1.018937018096545,-54.170030659332795
,1.0228629509757003,26.915242978703464
,1.007688784836617,-51.43101853893169
,0.9818333651921546,-19.41104477345365
,1.0125292876456728,14.143179760409819
,1.068393,-24.89696825060891
,1.0109261642645306,61.514709751828256
,1.0315680342494746,-32.304462324258445
,0.9792125552673118,13.911174015604935
,1.0181033673334658,-24.561224675886148
,1.022071844549195,18.84345225063191
,1.051076730656934,-22.408826399733176
,1.0178933355344457,-13.56411285204514
,1.0067481166643573,-36.92445526284839
,0.9910487416590925,-2.8412197871513594
,1.0407022563867523,-28.107294729719083
,1.026761743150278,1.2491585079838416
,1.0194517634700657,4.077034628480853
,1.0586461848548576,-19.6174118708428
,1.0079649874914482,-22.461391951214345
,0.9795159832485537,-28.078789892430855
,1.0363129535075009,-15.37621942924541
,1.052925939202532,2.8501474576575507
,1.0459021820332033,-2.4368035411382047
,1.0250658602747817,-33.12204853450843
100.0,1.0190332600482062,-27.84997871459657
101.0,0.9640152740258736,-29.202332473110392
102.0,1.0040082243455943,-50.40672025362447
103.0,0.9908110363001047,-32.027270138859606
104.0,0.9653297642443907,-55.260028602892845
105.0,1.036686882703972,-34.26497657548405
106.0,1.1484021685224384,-20.25800329013027
107.0,1.083135,42.13546721890591
108.0,1.005192683831602,-16.442329689170734
109.0,1.004857454727708,-9.455857333867229
110.0,0.9852781913791359,-29.90209288783034
111.0,1.0485908194636606,-23.821553912013155
112.0,1.026776766197525,-9.569813713190511
113.0,1.0272305892762317,-14.37846334182006
114.0,1.0265109443802571,12.218587820708581
115.0,1.0613475449078027,-19.794423404674305
116.0,1.038765619893001,-21.04249097092949
117.0,1.0024575282952677,-22.874397746047862
118.0,1.0238637612849162,-11.373533209118433
119.0,1.066126786348539,-18.986335093875393
120.0,1.0176912317425955,-22.002787700735595
121.0,1.0611736482325957,-23.76213961873163
122.0,1.0021557043708704,8.90083922130271
123.0,1.041241216773842,-20.81175333745682
124.0,1.077112,8.418048059568747
125.0,1.0220651455335257,-18.48912045871084
126.0,1.0098351250140172,6.079867268408287
127.0,1.0217506207416605,-28.165316404624935
128.0,1.014740183338764,-15.986247972924561
129.0,1.0188181778647294,-12.010078365640885
130.0,1.0579596708124634,-48.25966342327683
131.0,1.032556751107307,-37.98218709402426
132.0,1.0623885162828803,-44.90255272034115
133.0,1.0213282788635378,1.9053150150194191
134.0,1.0112880897435454,8.62900310637658
135.0,1.0219189309157513,-21.665945898565507
136.0,1.0064901905845838,-34.388483393171306
137.0,1.003064526478909,61.794944314975695
138.0,1.067471714700212,-42.88730561798081
139.0,1.0111254785710027,17.50525503352519
140.0,1.0252575423534183,18.082837341197326
141.0,1.050716,-1.187608618340447
142.0,1.042299,-30.701159101393813
143.0,1.0218351297851898,4.614568703530719
144.0,1.063038474858498,19.45259378258381
145.0,1.0382362236073712,-8.994687205504064
146.0,1.085634969855702,-24.212936891406038
