5147,3097,0.0006,0.00616,0,823,0,0,0,0,1,-360,360,-62.352,91.137,62.421,-90.422
5147,8763,0.0005,0.0074,0,921,0,0,0,0,1,-360,360,62.352,-72.44,-62.308,73.084
2169,3124,0.00107,0.00626,0,476,0,0,0,0,1,-360,360,-187.43,11.187,187.78,-9.1299
2169,3234,0.000841,0.0055,0,476,0,0,0,0,1,-360,360,187.43,-9.7607,-187.16,11.567
3517,711,0.00143,0.01563,0,1645,0,0,0,0,1,-360,360,865.04,3.2844,-855.78,97.978
3517,4533,0.00146,0.01692,0,1711,0,0,0,0,1,-360,360,-865.04,46.047,874.53,63.882
427,5425,7e-05,0.00057,0,1711,0,0,0,0,1,-360,360,277.71,63.932,-277.66,-63.531
427,4704,6e-05,0.00056,0,1514,0,0,0,0,1,-360,360,-277.71,-62.499,277.75,62.892
5960,7431,0.003349,0.01656,0,0,0,0,0,0,1,-360,360,4.3159,3.127,-4.3149,-3.1225
5960,3186,0.003409,0.016211,0,0,0,0,0,0,1,-360,360,-4.3159,-0.25215,4.3165,0.25508
4481,7431,0.003479,0.01586,0,0,0,0,0,0,1,-360,360,4.2082,3.1783,-4.2073,-3.1741
4481,3186,0.003099,0.017969,0,0,0,0,0,0,1,-360,360,-4.2082,-0.38623,4.2088,0.38934
531,9203,0.00127,0.01842,0,823,0,0,0,0,1,-360,360,-564.7,123.05,568.75,-64.335
531,835,0.00126,0.01847,0,1547,0,0,0,0,1,-360,360,564.7,-73.376,-560.8,130.53
1656,118,0.0013,0.01808,0,1218,0,0,0,0,1,-360,360,-658.47,107.65,663.95,-31.455
1656,3449,0.00131,0.01765,0,1744,0,0,0,0,1,-360,360,658.47,-56.159,-653.06,129.13
5084,1809,0.00065,0.01311,0,2793,0,0,0,0,1,-360,360,456.63,444.22,-454.1,-393.29
5084,6398,0.00067,0.00974,0,2598,0,0,0,0,1,-360,360,-456.63,72.241,458,-52.312
5205,7833,0.00236,0.01418,0,553,0,0,0,0,1,-360,360,161.2,-3.194,-160.61,6.7478
5205,7770,0.002169,0.015909,0,514,0,0,0,0,1,-360,360,-161.2,6.1398,161.74,-2.1485
354,1278,0.00027,0.00254,0,1349,0,0,0,0,1,-360,360,-27.56,123.3,27.599,-122.93
354,7617,0.00027,0.00259,0,1119,0,0,0,0,1,-360,360,27.56,-113.78,-27.526,114.11
2611,1278,0.00033,0.00302,0,1448,0,0,0,0,1,-360,360,343.01,-92.246,-342.63,95.75
2611,905,0.00029,0.00312,0,1613,0,0,0,0,1,-360,360,-343.01,102.57,343.35,-98.889
1842,6542,0.000289,0.00137,0,533,0,0,0,0,1,-360,360,12.386,34.694,-12.382,-34.677
1842,7622,0.000219,0.00263,0,0,0,0,0,0,1,-360,360,-12.386,-7.5974,12.387,7.6026
2134,6542,0.000289,0.001341,0,457,0,0,0,0,1,-360,360,35.977,6.0859,-35.973,-6.0692
2134,8785,0.000229,0.00257,0,0,0,0,0,0,1,-360,360,-35.977,21.531,35.981,-21.489
