6077,6929,0.00135,0.01379,0,1711,0,0,1.0526,0,1,-360,360,102.16,-239.95,-101.28,248.93
2935,4959,0.00097,0.01239,0,0,0,0,1.0526,0,1,-360,360,211,-184.24,-210.28,193.38
436,4458,0.00084,0.01064,0,0,0,0,1.0526,0,1,-360,360,-333.45,75.596,334.32,-64.618
1335,7131,0.006356,0.14288,0,0,0,0,1.0267,0,1,-360,360,-3.4036e-14,-9.0159e-14,2.2396e-14,1.9221e-13
8258,5657,0.001002,0.059033,0,0,0,0,1.0526,0,1,-360,360,86.475,50.885,-86.39,-45.877
8258,5657,0.000812,0.056028,0,0,0,0,1.0526,0,1,-360,360,90.983,53.842,-90.907,-48.565
7313,7931,0.000921,0.058347,0,0,0,0,1.0526,0,1,-360,360,9.6808,45.382,-9.6639,-44.317
1544,273,0.001101,0.048618,0,0,0,0,1.0526,0,1,-360,360,72.052,53.587,-71.976,-50.222
1544,273,0.000984,0.055107,0,0,0,0,1.0526,0,1,-360,360,63.346,47.585,-63.293,-44.616
106,2546,0.00205,0.094653,0,0,0,0,1.0526,0,1,-360,360,71.07,32.356,-70.967,-27.623
5177,515,0.000454,0.031593,0,691,0,0,0.97683,0.055998,1,-360,360,57.662,44.802,-57.641,-43.299
5177,515,0.0004,0.035809,0,691,0,0,0.97683,0.055998,1,-360,360,50.749,39.692,-50.734,-38.365
2203,7638,0.000342,0.033341,0,724,0,0,0.90586,0,1,-360,360,195.13,141.41,-194.97,-125.55
1363,7638,0.000342,0.03398,0,724,0,0,0.90586,0,1,-360,360,192.72,143.37,-192.56,-127.35
4463,7638,0.000121,0.028823,0,705,0,0,0.9538,0.30515,1,-360,360,-148.93,57.176,148.96,-50.858
6962,1829,0.000347,0.044669,0,691,0,0,1.0982,-0.1298,1,-360,360,37.793,-58.666,-37.775,60.961
6962,1829,0.000356,0.043761,0,691,0,0,1.0982,-0.1298,1,-360,360,38.555,-59.897,-38.536,62.24
8228,5594,0.000431,0.041394,0,724,0,0,0.95005,0.11535,1,-360,360,55.46,125.07,-55.393,-118.62
8228,5594,0.00038,0.043903,0,724,0,0,0.95513,0.10322,1,-360,360,52.233,102.91,-52.191,-97.99
3508,5847,0.0004,0.03651,0,691,0,0,0.97683,0.055998,1,-360,360,13.57,43.096,-13.563,-42.456
3508,5847,0.0004,0.037209,0,691,0,0,0.97683,0.055998,1,-360,360,13.306,42.289,-13.299,-41.661
345,298,0.000131,0.014799,0,800,0,0,0.99883,-0.048422,1,-360,360,-230.56,-16.223,230.62,23.56
3025,3887,0.000194,0.013059,0,1185,0,0,1.0025,0,1,-360,360,99.409,-105.32,-99.371,107.88
7992,265,0.000463,0.031001,0,757,0,0,0.95636,0,1,-360,360,52.072,131.8,-51.994,-126.57
7992,265,0.000472,0.030331,0,757,0,0,0.95636,0,1,-360,360,53.306,134.67,-53.223,-129.33
458,7393,0.000163,0.015501,0,1415,0,0,0.94354,0,1,-360,360,-7.3822,289.55,7.4956,-278.76
5718,4010,0.001987,0.071722,0,0,0,0,0.9625,0,1,-360,360,42.978,23.947,-42.933,-22.323
2512,6346,0.000756,0.051399,0,0,0,0,0.9953,0,1,-360,360,112.38,59.799,-112.28,-52.384
2512,6346,0.000746,0.05345,0,0,0,0,0.9953,0,1,-360,360,108.03,57.586,-107.93,-50.456
7262,9177,0.00069,0.04333,0,0,0,0,1.0526,0,1,-360,360,113.08,19.861,-113,-14.348
2738,7390,0.0022,0.065399,0,0,0,0,0.925,0,1,-360,360,60.177,38.546,-60.079,-35.639
2738,7390,0.002235,0.064019,0,0,0,0,0.925,0,1,-360,360,61.522,39.297,-61.418,-36.328
963,3467,0.002036,0.070048,0,0,0,0,0.99239,0,1,-360,360,55.193,16.104,-55.132,-13.984
963,3467,0.001997,0.071368,0,0,0,0,0.99239,0,1,-360,360,54.157,15.865,-54.099,-13.784
3622,963,0.00035,0.032859,0,0,0,0,1.0526,0,1,-360,360,22.07,21.151,-22.067,-20.869
3622,963,0.0004,0.0322,0,0,0,0,1.0526,0,1,-360,360,22.559,21.543,-22.556,-21.255
353,8577,0.002658,0.07732,0,0,0,0,0.99239,0,1,-360,360,46.567,14.453,-46.511,-12.822
353,8577,0.002712,0.075649,0,0,0,0,0.99239,0,1,-360,360,47.615,14.702,-47.555,-13.034
4022,3856,0.00065,0.04604,0,0,0,0,1.0526,0,1,-360,360,99.477,30.801,-99.412,-26.192
7105,2625,0.00062,0.03629,0,0,0,0,1.0526,0,1,-360,360,123.75,32.133,-123.65,-26.651
